#Date,Account,Amount
2019.12.11,1. Family Checking,-11.99
-,Expenditures:General Merchandise,-11.99
2019.08.01,1. Family Checking,-100
2019.05.23,1. Family Checking,-21.97
-,Expenditures:General Merchandise,-21.97
2019.10.25,1. Family Checking,-5
2019.04.05,1. Family Checking,-12.67
-,Expenditures:Dining,-12.67
2019.10.17,1. Family Checking,-24.2
-,Expenditures:General Merchandise,-24.2
2019.09.22,1. Family Checking,-20.12
-,Expenditures:Dining,-20.12
2019.12.16,1. Family Checking,-2.99
-,Expenditures:General Merchandise,-2.99
2019.12.30,1. Family Checking,21.05
-,Income:Returns,21.05
2019.12.06,1. Family Checking,-800
2019.03.19,1. Family Checking,-54.12
-,Expenditures:Groceries,-54.12
2019.11.29,1. Family Checking,-152.71
-,Bills:Phone,-152.71
2019.06.13,1. Family Checking,-4.44
-,Expenditures:Dining,-4.44
2019.10.10,1. Family Checking,-10.52
2019.08.17,1. Family Checking,-15.82
-,Automotive:Fuel: Bethaney,-15.82
2019.06.20,1. Family Checking,-24.64
-,Expenditures:Groceries,-24.64
2019.05.10,1. Family Checking,-14.2
-,Expenditures:Groceries,-14.2
2019.11.17,1. Family Checking,-50.03
-,Expenditures:Groceries,-50.03
2019.06.01,1. Family Checking,-221.48
-,Bills:Phone,-221.48
2019.11.13,1. Family Checking,-25
2019.10.10,1. Family Checking,-12.1
-,Expenditures:Groceries,-12.1
2019.04.17,1. Family Checking,-9.1
-,Expenditures:General Merchandise,-9.1
2019.09.23,1. Family Checking,41.76
-,Income:Paycheck,41.76
2019.08.31,1. Family Checking,-0.99
-,Expenditures:Entertainment,-0.99
2019.01.22,1. Family Checking,-100
-,Healthcare,-100
2019.12.05,1. Family Checking,63.17
-,Income:Returns,63.17
2019.11.29,1. Family Checking,-17.2
-,Expenditures:General Merchandise,-17.2
2019.09.30,1. Family Checking,-144.51
-,Expenditures:Groceries,-144.51
2019.05.24,1. Family Checking,-23.22
-,Expenditures:General Merchandise,-23.22
2019.02.19,1. Family Checking,-59.86
-,Expenditures:General Merchandise,-59.86
2019.05.21,1. Family Checking,-30.48
-,Automotive:Fuel: Nick,-30.48
2019.03.11,1. Family Checking,-21.01
-,Expenditures:General Merchandise,-21.01
2019.02.13,1. Family Checking,-20
2019.11.14,1. Family Checking,-22.45
-,Expenditures:Home Improvement,-22.45
2019.11.14,1. Family Checking,-21.07
-,Automotive:Fuel: Nick,-21.07
2019.12.20,1. Family Checking,-1225
-,7. Bethaney Savings,-1225
2019.11.04,1. Family Checking,-3.99
-,Expenditures:Entertainment,-3.99
2019.02.12,1. Family Checking,-33.46
-,Expenditures:General Merchandise,-33.46
2019.10.06,1. Family Checking,-33
2019.12.21,1. Family Checking,-82.7
-,Expenditures:General Merchandise,-82.7
2019.10.14,1. Family Checking,-18.8
-,Expenditures:General Merchandise,-18.8
2019.02.11,1. Family Checking,-6.31
-,Expenditures:Dining,-6.31
2019.11.24,1. Family Checking,-7.29
-,Expenditures:General Merchandise,-7.29
2019.01.26,1. Family Checking,-9.99
2019.01.14,1. Family Checking,-19.56
-,Expenditures:Groceries,-19.56
2019.03.23,1. Family Checking,-4.92
-,Expenditures:Dining,-4.92
2019.01.11,1. Family Checking,-37.89
-,Expenditures:General Merchandise,-37.89
2019.01.31,1. Family Checking,-8.8
-,Work:Non-Reimbursed Expense,-8.8
2019.12.05,1. Family Checking,-4.98
2019.03.23,1. Family Checking,-31
-,Expenditures:Dining,-31
2019.12.22,1. Family Checking,-9.43
-,Expenditures:Groceries,-9.43
2019.02.03,1. Family Checking,-25
-,5. Isabella Checking,-25
2019.12.02,1. Family Checking,-3.69
-,Expenditures:Groceries,-3.69
2019.10.17,1. Family Checking,23.04
-,Expenditures:General Merchandise,23.04
2019.09.11,1. Family Checking,-3.15
-,Expenditures:Groceries,-3.15
2019.11.09,1. Family Checking,-20.01
-,Automotive:Fuel: Nick,-20.01
2019.09.15,1. Family Checking,-2.11
2019.08.30,1. Family Checking,-29.43
-,Expenditures:General Merchandise,-29.43
2019.01.22,1. Family Checking,-9.81
-,Expenditures:General Merchandise,-9.81
2019.08.31,1. Family Checking,-37.27
-,Expenditures:General Merchandise,-37.27
2019.08.01,1. Family Checking,-33.91
-,Expenditures:General Merchandise,-33.91
2019.05.15,1. Family Checking,-5850
-,Expenditures:Home Improvement,-5850
2019.08.13,1. Family Checking,-21.94
-,Automotive:Fuel: Nick,-21.94
2019.11.17,1. Family Checking,-2.67
-,Expenditures:Dining,-2.67
2019.11.01,1. Family Checking,-9.83
-,Expenditures:Dining,-9.83
2019.04.13,1. Family Checking,-4.98
-,Expenditures:Groceries,-4.98
2019.02.09,1. Family Checking,-3.15
-,Expenditures:General Merchandise,-3.15
2019.09.30,1. Family Checking,-25.43
-,Automotive:Fuel: Nick,-25.43
2019.07.06,1. Family Checking,-24.2
-,Expenditures:Groceries,-24.2
2019.04.17,1. Family Checking,-10
2019.10.27,1. Family Checking,-5.25
-,Expenditures:General Merchandise,-5.25
2019.06.08,1. Family Checking,-4.64
-,Expenditures:General Merchandise,-4.64
2019.02.04,1. Family Checking,-119
-,Expenditures: Subscriptions,-119
2019.09.19,1. Family Checking,-117.05
-,Expenditures:Groceries,-117.05
2019.05.13,1. Family Checking,-7.63
-,Expenditures:Dining,-7.63
2019.02.15,1. Family Checking,37.09
-,Income:Returns,37.09
2019.01.11,1. Family Checking,-31.77
-,Expenditures:Dining,-31.77
2019.07.07,1. Family Checking,-15.1
-,Automotive:Fuel: Bethaney,-15.1
2019.07.14,1. Family Checking,-110.1
-,Expenditures:General Merchandise,-110.1
2019.11.17,1. Family Checking,-138.51
-,Expenditures:Groceries,-138.51
2019.12.05,1. Family Checking,-11.1
-,Expenditures:Groceries,-11.1
2019.08.04,1. Family Checking,-10.67
-,Expenditures:Groceries,-10.67
2019.03.09,1. Family Checking,-10
-,Expenditures:Other,-10
2019.06.24,1. Family Checking,-25.17
-,Expenditures:Dining,-25.17
2019.06.21,1. Family Checking,-11.42
-,Expenditures:General Merchandise,-11.42
2019.05.04,1. Family Checking,-3.17
-,Expenditures:Dining,-3.17
2019.02.21,1. Family Checking,23.45
-,Income:Returns,23.45
2019.07.03,1. Family Checking,-4
-,Expenditures:Entertainment,-4
2019.08.09,1. Family Checking,-61.02
-,Expenditures:General Merchandise,-61.02
2019.09.12,1. Family Checking,-17
-,Automotive:Fuel: Bethaney,-17
2019.12.15,1. Family Checking,-8.89
-,Expenditures:General Merchandise,-8.89
2019.08.19,1. Family Checking,-9.03
-,Expenditures:Dining,-9.03
2019.09.05,1. Family Checking,-3.77
-,Expenditures:Dining,-3.77
2019.02.05,1. Family Checking,-13.99
-,Expenditures:General Merchandise,-13.99
2019.09.30,1. Family Checking,-45.73
-,Expenditures:Pet Care,-45.73
2019.01.03,1. Family Checking,-20
2019.05.25,1. Family Checking,-11.37
-,Expenditures:Home Improvement,-11.37
2019.05.23,1. Family Checking,-53.01
-,Expenditures:General Merchandise,-53.01
2019.05.25,1. Family Checking,-40.85
-,Expenditures:Groceries,-40.85
2019.10.16,1. Family Checking,-18.94
-,Expenditures:General Merchandise,-18.94
2019.06.13,1. Family Checking,-2.96
-,Expenditures:Dining,-2.96
2019.11.02,1. Family Checking,-7.42
-,Expenditures:Dining,-7.42
2019.07.22,1. Family Checking,-203.33
-,Expenditures:Groceries,-203.33
2019.05.06,1. Family Checking,-74.71
-,Expenditures:Groceries,-74.71
2019.05.18,1. Family Checking,-9.82
-,Expenditures:Groceries,-9.82
2019.12.30,1. Family Checking,-25.52
-,Automotive:Fuel: Bethaney,-25.52
2019.12.13,1. Family Checking,-36.12
-,Expenditures:General Merchandise,-36.12
2019.08.15,1. Family Checking,-46
-,Education:Sports,-46
2019.10.20,1. Family Checking,-4.11
-,Expenditures:Dining,-4.11
2019.07.29,1. Family Checking,-206.98
-,Expenditures:Groceries,-206.98
2019.09.05,1. Family Checking,-115
2019.06.13,1. Family Checking,-19.12
-,Automotive:Fuel: Nick,-19.12
2019.09.29,1. Family Checking,-24.12
-,Expenditures:Dining,-24.12
2019.04.28,1. Family Checking,-28.41
-,Automotive:Fuel: Bethaney,-28.41
2019.08.15,1. Family Checking,-80
-,Expenditures:Dining,-80
2019.03.01,1. Family Checking,-25
2019.07.29,1. Family Checking,-7.99
-,Expenditures:Entertainment,-7.99
2019.02.09,1. Family Checking,-11.99
-,Expenditures:General Merchandise,-11.99
2019.11.09,1. Family Checking,-14.99
-,Expenditures:General Merchandise,-14.99
2019.11.26,1. Family Checking,-25.83
-,Expenditures:Groceries,-25.83
2019.07.02,1. Family Checking,-11.49
-,Expenditures:Groceries,-11.49
2019.11.28,1. Family Checking,33.06
-,Income:Paycheck,33.06
2019.12.21,1. Family Checking,-10
2019.06.01,1. Family Checking,-5.76
-,Expenditures:Groceries,-5.76
2019.11.02,1. Family Checking,-18.89
-,Automotive:Fuel: Nick,-18.89
2019.02.28,1. Family Checking,-38.83
-,Expenditures:General Merchandise,-38.83
2019.07.21,1. Family Checking,-39.72
-,Expenditures:General Merchandise,-39.72
2019.03.11,1. Family Checking,-23
2019.03.06,1. Family Checking,-160
2019.02.14,1. Family Checking,-18.32
-,Expenditures:Groceries,-18.32
2019.11.24,1. Family Checking,-4.13
-,Expenditures:Home Improvement,-4.13
2019.11.24,1. Family Checking,-80.38
-,Expenditures:General Merchandise,-80.38
2019.08.06,1. Family Checking,-10
2019.07.01,1. Family Checking,-27.14
-,Expenditures:General Merchandise,-27.14
2019.11.27,1. Family Checking,-53.95
-,Expenditures:General Merchandise,-53.95
2019.10.21,1. Family Checking,-1.48
2019.11.22,1. Family Checking,-3.53
-,Expenditures:Dining,-3.53
2019.11.13,1. Family Checking,-0.9
-,Expenditures:Groceries,-0.9
2019.11.27,1. Family Checking,-2000
2019.03.19,1. Family Checking,-13.4
-,Expenditures:Dining,-13.4
2019.12.02,1. Family Checking,-83.02
-,Expenditures:Groceries,-83.02
2019.01.05,1. Family Checking,-301.52
2019.03.25,1. Family Checking,-18.13
-,Automotive:Service: Bethaney,-18.13
2019.05.11,1. Family Checking,16.94
-,Income:Returns,16.94
2019.03.20,1. Family Checking,-241.39
-,Expenditures:Groceries,-241.39
2019.02.11,1. Family Checking,-19.27
2019.10.06,1. Family Checking,-102.19
-,Expenditures:Groceries,-102.19
2019.03.17,1. Family Checking,-4.99
2019.07.09,1. Family Checking,-25.78
-,Expenditures:General Merchandise,-25.78
2019.06.22,1. Family Checking,-14.19
-,Automotive:Fuel: Nick,-14.19
2019.03.27,1. Family Checking,-6.99
-,Work:Non-Reimbursed Expense,-6.99
2019.01.08,1. Family Checking,-2.44
-,Expenditures:Dining,-2.44
2019.11.03,1. Family Checking,-19.22
-,Expenditures:General Merchandise,-19.22
2019.05.27,1. Family Checking,-79.23
-,Expenditures:Home Improvement,-79.23
2019.04.17,1. Family Checking,-9.35
-,Expenditures:Dining,-9.35
2019.05.01,1. Family Checking,-101.21
-,Automotive:Insurance,-101.21
2019.10.30,1. Family Checking,-25.07
-,Expenditures:General Merchandise,-25.07
2019.12.29,1. Family Checking,-21.17
-,Automotive:Fuel: Bethaney,-21.17
2019.05.07,1. Family Checking,-29
-,Automotive:Fuel: Bethaney,-29
2019.05.22,1. Family Checking,0.03
2019.10.11,1. Family Checking,45.24
-,Income:Paycheck,45.24
2019.09.20,1. Family Checking,0.04
2019.01.16,1. Family Checking,-7.13
-,Expenditures:General Merchandise,-7.13
2019.09.26,1. Family Checking,-19
-,Automotive:Fuel: Nick,-19
2019.07.25,1. Family Checking,14
-,5. Isabella Checking,14
2019.07.07,1. Family Checking,-9.42
-,Expenditures:Entertainment,-9.42
2019.01.14,1. Family Checking,-10.99
2019.07.22,1. Family Checking,-13.8
-,Expenditures:Groceries,-13.8
2019.12.20,1. Family Checking,-57.96
-,Expenditures:General Merchandise,-57.96
2019.12.24,1. Family Checking,-30.66
-,Expenditures:General Merchandise,-30.66
2019.08.10,1. Family Checking,-41.07
-,Expenditures:General Merchandise,-41.07
2019.08.07,1. Family Checking,-21.01
-,Expenditures:General Merchandise,-21.01
2019.02.09,1. Family Checking,-21.05
-,Expenditures:General Merchandise,-21.05
2019.10.21,1. Family Checking,-2.23
2019.12.01,1. Family Checking,-4.99
-,Expenditures:General Merchandise,-4.99
2019.03.03,1. Family Checking,-24.9
-,Expenditures:General Merchandise,-24.9
2019.12.12,1. Family Checking,-86.08
-,Expenditures:General Merchandise,-86.08
2019.08.29,1. Family Checking,11.02
2019.10.27,1. Family Checking,-42.06
-,Expenditures:Groceries,-42.06
2019.06.05,1. Family Checking,-31.72
-,Expenditures:General Merchandise,-31.72
2019.10.30,1. Family Checking,-21.25
-,Education:Books,-21.25
2019.02.15,1. Family Checking,-31.58
-,Expenditures:Pet Care,-31.58
2019.02.19,1. Family Checking,-21.31
-,Automotive:Fuel: Bethaney,-21.31
2019.02.01,1. Family Checking,-25
2019.09.26,1. Family Checking,-10
2019.10.28,1. Family Checking,-10.52
2019.07.16,1. Family Checking,-20
2019.05.18,1. Family Checking,-9.3
-,Expenditures:Dining,-9.3
2019.04.28,1. Family Checking,-19.99
-,Expenditures:Groceries,-19.99
2019.09.07,1. Family Checking,-27.98
-,Expenditures:Home Improvement,-27.98
2019.01.08,1. Family Checking,-2.6
-,Expenditures:Dining,-2.6
2019.10.17,1. Family Checking,-14.3
-,Expenditures:General Merchandise,-14.3
2019.04.08,1. Family Checking,-11.83
-,Expenditures:General Merchandise,-11.83
2019.01.30,1. Family Checking,-132.63
-,Expenditures:Groceries,-132.63
2019.08.05,1. Family Checking,-19.96
-,Expenditures:General Merchandise,-19.96
2019.12.28,1. Family Checking,-200
2019.09.01,1. Family Checking,-13.97
-,Expenditures:General Merchandise,-13.97
2019.01.09,1. Family Checking,-29.21
-,Expenditures:General Merchandise,-29.21
2019.10.05,1. Family Checking,-10.3
-,Expenditures:General Merchandise,-10.3
